fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.291113881277814,0.4864420696506776,0.30050295864848,0.9,0.015739090738026068,10.119500932657662,83.83528019566884,0.9973479701554115,3.3901857124720594,0.6549203550438069,8.809256951888722,Medium-High
8.750731082645514,0.548987695171572,0.2644894983745943,2.2579491500122555,0.11481104905454109,24.01221872163149,6.0,0.995787839718105,3.320167367019875,0.5527643222192519,9.220955766043966,Medium-High
7.121010950013052,0.4167566837078275,0.17142164476181754,2.4479635056643936,0.06935474330618484,5.88355623185419,54.381762939696756,0.9957531784217988,3.067722843050511,0.6759104691865396,10.867600449175542,Medium
11.32587657904127,0.39786949275318234,0.008663652370808295,2.4838025545381552,0.1560979503248126,23.928657688662614,98.45479349820147,0.9988759488555907,3.3992115426177816,0.9307020551662286,13.376552971154627,Medium
6.8063979701598925,0.5975069123742106,0.36577235572467437,3.2192621400932055,0.021520195983498303,1.0,44.88263938466999,0.9957274231944003,3.1724732169104417,0.8631646925968225,10.24441201133961,Medium-High
9.168106051275744,0.46947141974758866,0.11278484226370705,1.6994985130791753,0.09723146101878546,10.20234561606263,6.0,0.9965621133294398,3.3836428308298805,0.7890500032328003,10.88529453322992,Medium
8.99550108181153,0.3630749801407533,0.4141940155604201,1.8071564362898158,0.09151182896423797,14.891037499469281,40.220725429720154,0.99870582165351,3.2189761457794446,0.614307790272016,10.12750492140621,Medium-Low
10.041247665961196,0.4708222588472524,0.18547096204660612,3.628242593422296,0.1910314864796057,16.530265350070792,93.84537953493441,0.9959137305908282,3.195921572342068,0.6777124391258792,10.823875045002653,Medium-Low
8.011815800316757,0.44145251040335215,0.3619038596862484,2.621789334649389,0.038839771868128606,9.541366014505261,54.815969820941746,0.9909503317185114,3.3431415398862527,0.39184285466368923,10.467162032795411,Medium-Low
8.002345003476647,0.8165259744423512,0.3676237867228344,3.3141736902619097,0.11036875382900131,21.8372815893262,38.030513116859,0.9964444416747835,3.0492079334543756,0.48758500503984825,10.170830089996159,Medium
11.951890030980248,0.5049046363179088,0.0,3.1250937630524724,0.098275176373962,31.33510772415153,44.369786931378975,0.9951815401490393,3.2254533002043195,0.7905530440569828,11.213070850616344,Medium-Low
12.233451588932713,0.4577038208268866,0.21139137380566908,1.0820130557265517,0.1369261519133047,41.62771334232845,11.85017018847779,0.9964551320901487,3.1345065103326823,0.6582429141434456,9.41362152553329,Medium
9.265524684623562,0.5806383325061677,0.32874617021505925,2.1382553609221633,0.10183823961979523,12.801741487211327,58.60797885519297,0.9957078373899869,3.3713477265730076,0.7108900380321553,11.540377241225455,Medium
4.899494525042181,0.48089408383153276,0.0788710678033741,2.2452391483507053,0.08391828831206073,7.241038501789195,50.599748515083846,0.9978137386360005,3.191867391307443,0.7548131334608057,13.372326573076137,Low
9.160679507728423,0.25422715232792614,0.0958185685825226,2.3100169179597647,0.05402057423546607,19.755233851918888,28.496811617991025,0.9937888556868738,3.1817861329722286,0.6094935632320858,9.513593120972354,Medium-High
5.313362911834629,0.3359982728035169,0.0,4.086115583532514,0.07721990933784939,17.93335490043419,16.832071389196436,0.999578491225984,3.259941199748645,0.47214711052358194,10.163263375463739,Medium
10.260627799279845,0.4599291988751256,0.17169784771796384,6.038410998555449,0.08759996118729213,11.845215209426563,47.03510171271543,0.9960851125566662,3.325852853514932,0.4804914878700164,9.259798849341097,Medium-Low
7.193919045267909,0.6417056810216477,0.48091935832141974,4.606110446833693,0.035075226292764536,3.1797286442826422,34.24507068599093,0.9959644900127735,3.2366046822836267,0.6486537833156485,11.755124181373901,Medium-Low
7.169976964668519,0.36437994632742016,0.5068731626635755,1.7069039917298336,0.05634563396585075,23.683142617167366,12.65094718331035,0.9986471508136217,3.3606301387639306,0.7649722688125559,11.745004824818595,Medium-High
7.630790381937835,0.4364303310320438,0.2776043233029497,1.034353956960804,0.062028980038667456,1.9169993855131775,6.0,0.997831333852896,3.000547300596416,0.35763931208847666,10.22929678929586,Medium
7.080034975113811,0.6691516591918192,0.0,3.777796462025319,0.07826191816646724,1.0,6.0,0.995554292942989,3.1072229988056277,0.7083779975246931,9.587998315814161,Medium
10.781843256650475,0.4535422307637865,0.41166381022996057,2.3573942216687818,0.1307325837410403,21.494844705692515,70.40958544146261,0.997786996663672,3.2941276426152575,0.4496489800163932,10.369753695215687,Medium-Low
11.71733245260407,0.37013797401987936,0.11503786247531675,1.8424468515832415,0.06085569621997628,1.0,50.106894407399324,0.9944242284136154,3.5784552306656416,0.6101307368599478,9.959821018349958,Medium-Low
8.59843924549874,0.5305290280778712,0.4694740574781385,3.2852577919686556,0.1991783309614163,20.18406598302576,6.0,0.9930590911661837,3.382809299509596,0.9021699693080443,10.023276756954921,Medium
7.477943511692407,0.6494477222365577,0.27861970674089626,1.9160582648783957,0.012,25.490413867670128,76.41512501261191,0.9967439312217343,3.085785010225532,0.6075952220793899,9.865646627514018,Medium-Low
7.028272870511492,0.7484248120966932,0.53133284414088,3.1183132627272387,0.03682365713641383,20.246912666642302,91.93262487141308,0.9984942951044538,3.3010435649610197,0.7138701144878086,10.125716072912287,Medium
8.798331160337131,0.5649072117520214,0.13089198168477886,5.111065109064266,0.19332269027749946,20.585519430723274,116.1954652237029,0.9998323672591114,3.1295875798487534,0.4154183826591715,10.27322329747055,Medium
8.580205253408698,0.41002810788653293,0.45758969615088996,3.0871837040431442,0.07413410026074269,1.0,64.40960535623309,0.9924299269631666,3.412782260887396,0.7182551002096453,9.662566997068533,Medium-Low
9.002770430292527,0.40451103740780736,0.3811035074825925,3.5461893130669524,0.08614850215154453,13.756126502366687,45.95352514863013,0.995142448584508,3.143217282456961,0.6114877329825463,8.572202965985424,Low
